V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 POP REGION
-0.0119302 0.00919214 -0.000906407 -0.00276587 -0.00218489 -0.0192153 0.0013391 0.00396566 0.000420514 0.01277 0.00143505 -0.00287869 -0.0245315 -0.00702074 -0.021488 -0.00766095 0.00549241 -0.000563332 -0.00549975 -0.00166239 LIMAA LIMAA
0.00105241 -0.00249427 -0.00702314 0.00469977 0.00857714 0.00345182 -0.00729074 -0.00197301 -0.00099281 -0.00241871 0.000131871 -0.00525528 -0.0279194 -0.00843661 -0.0359842 -0.0150908 0.00594759 -0.00603174 0.0106132 0.00901092 LIMAA LIMAA
-0.0108686 0.00736377 -0.00256854 -0.002988 0.00624352 -0.0212373 -0.00143179 0.0051039 0.000212313 0.0127787 -0.0020399 0.022618 -0.0221665 -0.0142988 -0.00715177 -0.000276685 -0.00753879 0.000853758 -0.00657191 -0.00239388 LIMAA LIMAA
-0.00568898 0.00301346 -0.00335402 0.000542864 -0.00787541 0.0119203 0.00014232 -0.00146548 -0.0021947 -0.00704768 0.0028831 0.00503361 0.00516443 0.00427641 -0.00358025 5.861e-06 0.0077032 0.0105269 0.00289461 0.00133355 LIMAA LIMAA
-0.0114238 0.00864608 -0.000518234 -0.00298915 -0.011648 -0.013753 0.000389082 0.0173756 -0.000372174 0.0480094 0.00118255 -0.00703937 -0.0300471 -0.00413128 -0.0265977 -0.0218113 0.0164499 0.0285276 -0.018246 -0.0161264 LIMAA LIMAA
-0.00655799 0.00483031 -0.0028327 -0.000680304 -0.00766506 0.010859 0.00177359 -0.000597382 0.00264208 0.000236621 0.00209687 -0.00958701 -0.00956661 -0.000611051 -0.0223571 -0.00174946 0.00703073 0.00173211 0.00138821 -0.00451175 LIMAA LIMAA
-0.00974877 0.0059192 -0.00217243 -0.00175309 -0.0128292 -0.010795 -0.0055212 -0.00513443 -0.00191611 -0.0117958 -0.00141861 0.00371495 -0.00281581 -8.67855e-05 0.00350334 0.00318351 -0.00210796 -0.00183461 0.0022249 0.00220402 LIMAA LIMAA
-0.011252 0.00794346 -0.00173304 -0.00232292 0.00638068 -0.0143748 0.000134284 -0.00573215 -0.000284981 -0.0159631 0.00379592 0.000433875 -0.0271638 -0.0156033 -0.0182854 0.00251704 -0.00111412 -0.0192222 -0.00230159 -0.000929722 LIMAA LIMAA
-0.00935835 0.00556178 -0.00195121 -0.000707349 -0.0049999 0.00504393 0.00156243 -0.00800107 -0.000304854 -0.0156446 -0.00146707 -0.0158894 -0.0213025 -0.00196833 -0.0281955 -0.00549625 0.0031909 -0.0130614 -0.00559667 0.000394381 LIMAA LIMAA
-0.0117563 0.00960532 -0.000427487 -0.0029956 0.000909032 -0.0164529 0.00341694 0.0210182 0.000512009 0.0558422 0.00148474 -0.00259216 -0.0449203 -0.00835126 -0.0321815 -0.0266124 0.0168728 0.0283977 -0.0204467 -0.0178949 LIMAA LIMAA
-0.00969854 0.00685642 -0.00229276 -0.00161131 -0.0087082 -0.00300435 0.00244942 -0.00477556 0.00033099 -0.0108075 0.00306235 -0.0125388 0.00463137 -0.00048652 -0.0137229 0.00802276 0.00276381 -0.00569093 -0.00641702 0.00811865 LIMAA LIMAA
-0.010535 0.00740514 -0.00165222 -0.00219485 -0.00701707 0.00589161 0.00283732 -0.00763936 0.00149156 -0.014284 0.0018117 -0.0151012 -0.0116083 0.00191192 -0.0151005 0.000893386 0.00176559 -0.00958174 -0.0035695 -0.00270518 LIMAA LIMAA
-0.0077825 0.00264482 -0.00213205 0.000361244 -0.0106776 0.0304845 0.00468013 0.00141083 0.000773989 0.00395779 -0.00196888 0.00100696 -0.00231686 0.00232152 0.00110707 0.00335043 0.00511226 0.0136383 -0.00399711 -0.00293551 LIMAA LIMAA
-0.0103624 0.00643953 -0.00177273 -0.00221969 -0.00659264 -0.0163382 -0.00280109 0.0042525 -0.000508741 0.0116551 0.000556013 0.00514699 -0.00415033 -0.00742401 0.00250699 -0.00401927 -0.00172623 0.00619786 -0.000188083 -0.0104298 LIMAA LIMAA
-0.0115331 0.00898272 -0.000501817 -0.00310728 -0.00670037 0.00144281 0.00315543 -0.0017128 0.00107208 0.00377527 0.000719073 0.00412405 0.0093955 -0.00436057 0.00542834 0.000797278 -0.00357423 0.00290345 -0.000709596 -0.00142165 LIMAA LIMAA
-0.0104154 0.00712841 0.000773933 -0.000814344 -0.0131063 0.0380174 0.0124939 0.0179329 0.00270794 0.0485108 6.92854e-05 0.000740882 0.000245146 -0.00309105 0.00816805 0.02909 -0.0082482 -0.040337 0.0164849 0.0287006 LIMAA LIMAA
-0.00840429 0.00387405 -0.00252922 0.000375791 -0.00701557 0.0133989 0.0046798 -0.00507543 -0.000978142 -0.00247271 -0.000592154 0.00120366 0.00118077 -0.00080533 -0.000876834 -0.00408259 0.00316328 0.0176944 -0.00127831 -0.00231747 LIMAA LIMAA
-0.0104789 0.0066937 -0.00280225 -0.00181695 0.00570954 -0.0165907 -0.00102597 0.00354213 0.000305372 0.0136529 0.00126273 -0.00309882 -0.0123303 -0.00903147 -0.0132444 -0.00424459 -0.00148663 0.00489787 -0.00403555 -0.00702753 LIMAA LIMAA
-0.00662126 0.00129672 -0.00391238 0.00146157 -0.0111797 0.00395431 -0.00425635 -0.00443455 0.000202256 -0.0151752 0.00151086 0.00363426 5.76895e-05 -0.00171803 -0.000325645 0.00909378 0.00533266 -0.00323104 0.00222573 0.00444904 LIMAA LIMAA
-0.00607411 0.0013705 -0.00444898 0.00328893 0.0278424 0.000993822 0.00195048 0.00181307 -0.00229382 0.00267708 0.00114099 -0.0011421 -0.0217827 -0.00657177 -0.0148024 -0.00256561 0.00459818 -0.00470717 -0.00506521 0.0027919 LIMAA LIMAA
-0.00916038 0.00471786 -0.00452062 0.00122732 0.0560411 -0.0041212 0.0030858 0.00343207 -0.00185772 0.000925852 -0.00236067 0.0122394 -0.0359742 -0.0135085 -0.00307873 0.00528251 -0.00762018 -0.00546638 -0.0152304 -0.00675736 LIMAA LIMAA
-0.00242395 -0.00512368 -0.00757996 0.00554711 0.0181565 0.0233828 -0.00269554 0.0059257 0.000403158 0.0175892 0.00241294 -0.00324908 -0.0226114 0.00290032 -0.011399 0.0113783 0.010163 -0.0248472 0.016744 0.0100226 LIMAA LIMAA
-0.00967359 0.00573323 -0.00214201 -0.00173378 -0.00592316 0.0177163 0.00188519 -0.00456706 0.000528317 -0.00686731 0.00108242 -0.00173028 -0.0157797 -0.00243793 -0.0146662 -0.0046806 0.0037671 -0.00198335 0.00527644 0.00313933 LIMAA LIMAA
-0.00882325 0.00484867 -0.00255496 -0.00142708 -0.00262172 0.0146975 0.00232922 -0.00777687 -0.00125643 -0.00947965 -0.000501032 -0.0147117 -0.00496175 0.00358485 -0.0031712 -0.00436843 0.00595594 -0.00530074 -0.0042811 -0.00238532 LIMAA LIMAA
-0.0109158 0.00747021 -0.00298519 -0.00142142 0.0290786 -0.0119487 0.000298881 -0.00341792 -0.000936849 -0.00910249 0.00185648 0.0136448 -0.0394938 -0.00978594 -0.0206375 0.00779605 -0.00636053 -0.0175016 -0.00978966 -0.00324499 LIMAA LIMAA
-0.00674271 0.00280519 -0.00355851 0.000242332 -0.00432542 0.0264086 0.0036443 -0.00457109 -0.0014957 -0.0044989 0.00432226 0.00604018 -0.00363741 -0.00695189 -0.00195134 -0.00898495 0.00358366 0.0142594 -0.00861627 -0.00547158 LIMAA LIMAA
-0.00492095 0.00436975 -0.0032642 0.00124464 0.00797299 0.0110985 0.000380894 -0.00140304 0.00140539 -0.00805819 0.00133161 0.0129758 0.00473874 0.00202052 0.00403052 0.00334158 0.00384531 0.0127997 -0.00470514 -0.0086204 LIMAA LIMAA
-0.00546884 0.00203733 -0.00401117 0.00234944 0.00755798 0.0190423 -0.000363327 0.00166123 0.000859084 -0.00186325 -0.000280547 0.0150722 0.00320596 0.00440744 0.00326831 -0.00326683 -0.00787256 0.0168707 -0.0068932 -0.0119009 LIMAA LIMAA
-0.00530287 0.00835546 -0.0013631 -0.000914011 -0.0047764 0.0229343 0.00727854 -0.000424069 -0.00153852 0.00200277 -0.00248604 0.00599527 -0.00641157 -0.00144147 0.00144182 -0.0123501 -0.00321599 0.0121428 -0.00175647 -0.000910277 LIMAA LIMAA
-0.00886337 0.0052235 -0.00364189 -0.000420597 0.0113698 -0.000635223 -0.0019497 -0.003571 -0.000701241 -0.0143973 -0.000738285 0.00502087 0.00482312 -0.00237174 0.0140214 0.00161089 -0.00728035 0.00186502 -0.00101179 4.96422e-05 LIMAA LIMAA
-0.00900833 0.00511228 -0.00310734 -0.00084443 -0.000662676 -0.00863 -0.0030665 -5.26435e-05 -0.00115337 -0.00430504 -0.00242178 0.00414241 0.0088462 -0.00203536 0.0107965 -0.00256731 -0.0126656 -0.00750747 0.00435626 0.00190969 LIMAA LIMAA
-0.000183552 -0.00681498 -0.00810607 0.00479871 0.00845143 0.00424025 -0.00658589 -0.0018467 -0.00162046 -0.00507815 -0.00177663 0.0282383 -0.0207627 -0.00960713 -0.00260683 -0.00879867 -0.00118899 0.0114102 0.00843147 0.00331857 LIMAA LIMAA
-0.0103784 0.0078411 -0.00237956 -0.000932421 0.00953103 -0.012464 -0.00108847 -0.0052402 0.000882083 -0.0209844 0.000413105 0.0193059 0.00179387 -0.00833329 0.00563979 0.0112986 -0.010414 -0.0091054 -0.00583721 0.00208998 LIMAA LIMAA
-0.00996429 0.00727027 -0.00205719 -0.00207345 0.00200786 -0.00315609 0.000488918 -0.00459561 -0.000504095 -0.00852459 -0.00515588 0.00666137 -0.00142551 -0.0028566 0.00268094 0.00477044 -0.00581015 -0.00495379 0.000173184 0.00255619 LIMAA LIMAA
-0.0121263 0.00987805 -0.00131641 -0.00311496 0.0197543 -0.0205705 0.00307056 0.0142627 0.00023728 0.033435 -2.53673e-05 0.00152881 -0.0207819 -0.00900347 -0.0151848 -0.00990856 0.00486336 0.00650606 -0.00898467 -0.0050676 LIMAA LIMAA
-0.0124261 0.00992463 -0.000276685 -0.00376998 0.00702757 -0.0163715 0.00473271 0.0157922 0.00225542 0.0537692 0.000225817 0.0293241 -0.0247614 -0.0176765 -0.00287693 -0.0186124 0.000895758 0.0324588 -0.0163743 -0.0128445 LIMAA LIMAA
0.00272648 -0.00244942 -0.0062128 0.00439156 -0.00290067 0.00731543 -0.00716196 -0.00311708 -0.00084046 -0.0064564 0.00227467 0.00074122 0.00444816 -0.004882 -0.000401287 -0.00406081 0.00563601 0.00684685 0.014121 0.000633711 LIMAA LIMAA
-0.0064262 0.000537068 -0.00490422 0.00210547 0.00143158 -0.00407973 -0.00493628 -0.0010794 0.00187058 -0.00583529 0.0013291 0.0128804 0.00125509 -0.00343311 0.00445059 -0.00421713 -0.000438371 0.00556569 0.00767066 -0.00366212 LIMAA LIMAA
-0.0103612 0.00699153 -0.00186915 -0.00154805 8.7671e-05 0.00227782 0.00279901 -0.0064705 0.00102101 -0.0177715 -0.00112321 0.00613651 0.0132307 0.000672417 0.0079648 0.00242071 -0.00588379 0.00246956 -0.00500673 0.0017193 LIMAA LIMAA
-0.00304453 0.00432028 -0.00296006 0.000231927 -0.00289366 0.00713486 -0.00129427 -0.00212107 -0.00241286 -0.0087867 -0.00411385 0.00642622 0.000723932 -0.00255709 0.00106902 -0.00457256 -0.00347004 0.00416574 -0.00260443 -0.00162085 LIMAA LIMAA
-0.0104459 0.00725164 -0.00210384 -0.00196788 0.00254633 -0.0100356 0.00195522 -0.00546975 -0.000859561 -0.0103464 0.00196998 -0.0125486 -0.0043501 -0.00203465 -0.00409971 0.0081282 -0.0001877 -0.00817829 0.00153281 0.00444162 LIMAA LIMAA
-0.00766911 0.00194367 -0.00481039 0.000497072 0.0144271 -0.0102684 -0.0038891 -0.00709355 2.27146e-05 -0.0168061 0.000863385 -0.00860882 -0.0190099 -0.00112688 -0.0242006 0.00224274 0.00395645 -0.0125811 0.00449104 0.00318741 LIMAA LIMAA
-0.00554259 0.0054567 0.00171358 -0.00017871 -0.00475667 -0.00434239 0.000380877 0.00041813 -0.00170328 -0.0111539 0.00105536 0.00351598 0.00750475 0.001726 0.00636701 -0.00159205 -0.00917539 0.00062781 0.00255513 0.00533912 LIMAA LIMAA
-0.00623162 0.00402108 -0.00240563 7.51331e-05 -0.00855197 0.0266429 0.00709229 -0.00202343 -0.00251237 -0.00416518 0.00223019 0.00163338 0.00754935 0.0095261 0.00534114 -0.00461301 0.00411271 0.0148192 -0.00777948 -0.00313692 LIMAA LIMAA
-0.00965503 0.00591885 -0.000876092 -0.00108364 -0.00907464 0.0378787 0.00836987 0.00645863 -9.19711e-06 0.0251127 0.000491069 0.00378413 0.000528221 0.00138476 0.00571699 0.00358525 -0.000922525 -0.00808143 0.000559854 0.00503277 LIMAA LIMAA
-0.0106316 0.00784885 -0.00114329 -0.00189565 -0.00897271 -0.00665401 0.000885194 -0.00460721 -0.00119535 -0.0153603 -0.00177586 0.00608118 0.00765407 -0.00621374 0.00644177 0.011399 -0.00206026 -0.00823026 -0.000338344 -0.000342534 LIMAA LIMAA
-0.00247073 0.00470636 -0.0033466 0.0013792 -0.0030654 0.000350242 -0.00164412 -0.00103988 -5.16547e-05 -0.0046487 -0.000696441 0.00549219 0.000701914 0.00595635 0.00187041 -0.00105448 -0.00965098 0.00547988 -0.00839529 -0.000847467 LIMAA LIMAA
-0.0119067 0.00966612 -0.00151842 -0.00304863 0.00381663 -0.0195353 -0.00132142 -0.00113796 0.000741736 -0.00244881 0.000477078 0.0143705 -0.00215228 -0.00624801 0.00243803 0.00355254 -0.00730806 -0.000534346 -0.00158773 0.00064504 LIMAA LIMAA
-0.00900581 0.00491611 -0.00239571 -0.000485009 -0.00394602 0.012278 0.00100336 -0.00755477 0.000866445 -0.0139713 -0.00178482 0.00456501 0.0065911 0.00304895 0.0036768 0.00154011 0.00198403 0.00451783 -0.00712768 -0.00110955 LIMAA LIMAA
-0.00561044 -0.000363231 -0.00412778 0.00203169 -0.00786724 0.0224975 -0.000728886 -0.00123243 0.00240003 -0.00566235 0.00179189 0.000292938 0.00204344 -0.00192055 -0.00521197 -0.00249446 0.00585185 0.00790235 -0.00346137 0.011938 LIMAA LIMAA
-0.00681254 0.00309158 -0.00342611 0.000617502 -0.00264023 0.017299 -0.000372346 -0.005634 0.000422622 -0.00547249 -0.00126616 0.000743315 0.00632517 0.00177436 0.0110793 8.44737e-05 -9.15118e-06 0.0158735 -0.00145173 -0.00376674 LIMAA LIMAA
-0.0094976 0.00514841 -0.00275557 -0.000962659 -0.00372854 0.00582978 0.00405558 -0.00447438 -0.00120732 -0.0130051 -0.00120586 0.0137903 -0.00572651 -0.00624696 -0.00305585 -0.00199705 -0.00464994 0.00374106 -0.00445751 -0.00265695 LIMAA LIMAA
-0.00734923 0.00221 -0.00525041 0.00236125 0.0394433 0.0104626 0.000538411 -0.00254563 0.00240346 -0.00600929 -0.00290518 0.0312815 -0.00515836 -0.0119305 0.00955469 0.0032777 -0.0155326 0.0137898 -0.0157972 -0.0126011 LIMAA LIMAA
-0.00833026 0.00341917 -0.00401264 0.00059121 0.00485072 -0.00150277 -0.00137613 -0.00329045 7.74869e-05 -0.0102981 0.0024625 -0.0104894 -0.0124666 -0.00206465 -0.00588742 -0.000223981 0.00131974 -0.0145094 0.00187899 -5.58613e-05 LIMAA LIMAA
-0.0116355 0.00929687 -0.000709692 -0.00325039 -0.00243765 -0.0210554 0.000833799 0.0149245 0.00129522 0.0389737 0.000627027 -0.00881131 -0.00622524 -0.00421211 -0.00571858 -0.0108592 0.012501 0.0221656 -0.00494609 -0.00515676 LIMAA LIMAA
-0.00634111 0.00614905 -0.00356832 0.00088149 0.0503521 0.0164055 0.00650786 -0.00180979 -0.00174502 0.000219906 0.00226643 -0.00616286 -0.0240356 -0.0171021 -0.0208503 0.00237764 0.00755572 0.00583058 -0.00860905 -0.0100004 LIMAA LIMAA
-0.00889592 0.00467503 -0.00282106 -0.00109314 -0.00501913 0.000790701 4.90044e-05 0.00121656 -0.000976518 -0.00222076 5.59407e-05 0.0106015 -0.00329524 -0.00118675 -0.00444082 -0.00368182 -0.00524989 0.00962349 -0.00655197 -0.00417666 LIMAA LIMAA
-0.00735635 0.00236641 -0.00435396 0.001348 0.00783517 0.01173 -0.000307011 -0.00452298 0.00256942 -0.0148497 -0.00019253 0.0138531 0.00244415 -0.000381578 0.00176715 0.00489 -0.0131983 0.0139378 -0.0109529 -0.00686005 LIMAA LIMAA
-0.0108265 0.00771028 -0.0016349 -0.00268515 -0.000801808 0.0164107 0.00512206 -0.00592646 -0.000226598 -0.0118351 -0.00136908 0.0103552 0.00540172 -0.00836024 0.00482001 0.00197221 -0.00333389 0.0124613 -0.00940682 -0.00140516 LIMAA LIMAA
-0.0074529 0.00310901 -0.00360607 0.00127328 0.00398092 0.00750443 0.000825085 -0.00361948 0.000351953 -0.0124987 0.000632556 -0.015008 -0.00482138 0.00135624 -0.0173556 5.48513e-05 0.00515649 0.000810132 0.00299835 0.00111134 LIMAA LIMAA
-0.0115902 0.00923384 -0.00104227 -0.00299585 -0.0104143 -0.0212083 -0.00153334 -0.00279513 0.000140622 -0.00182808 0.000560792 -0.0103187 0.00809746 0.00082213 -0.00312598 0.00114019 0.00526038 -0.00476314 0.00141855 0.00450914 LIMAA LIMAA
-0.009622 0.00635496 -0.0038649 -0.00184554 0.0295964 -0.00931295 0.00225508 -0.00503538 -0.000976429 -0.0082174 0.00116848 0.00398684 -0.0203941 -0.00889378 -0.0127348 0.00249905 -0.00474943 -0.0103524 -0.00667444 -0.000778671 LIMAA LIMAA
-0.00837792 0.00396947 -0.00227745 -0.00108015 -0.0136303 -0.00376899 -0.00152349 8.8639e-06 0.00198223 -0.00117684 -0.000710499 -0.00108231 0.0088049 0.00161004 0.00206923 0.00321435 0.00548632 0.00260645 -0.00555248 -0.00218139 LIMAA LIMAA
-0.0070912 0.00306324 -0.00379271 -5.99423e-05 -0.00467898 0.00486229 -0.00286168 -0.00368111 0.00172325 -0.012767 -0.0011222 0.00226087 0.0130936 0.000303196 -0.00108962 0.00538976 -0.00403309 -0.00113561 0.00304835 0.00580227 LIMAA LIMAA
-0.0107996 0.00792417 -0.00155848 -0.00220368 0.00292819 -0.000867227 0.00158346 -0.00498842 -0.000333023 -0.00828651 -0.000113696 -0.0170789 -0.00754751 0.00164818 -0.00897505 0.00172801 0.00419256 -0.00266994 -0.00174972 0.000240407 LIMAA LIMAA
-0.0112661 0.00843601 -0.000890145 -0.00309775 -0.0050595 -0.0148473 0.00306567 0.0158619 -0.000211163 0.0525329 0.00139642 -0.0154536 -0.0108258 0.00262631 -0.014662 -0.0132948 0.0184553 0.0234543 -0.00990507 -0.00826311 LIMAA LIMAA
-0.0108821 0.00827363 -0.00209434 -0.0023598 0.00567876 -0.0109558 -0.000401364 -0.0077112 0.000235049 -0.0180322 -0.00287072 0.0210599 -0.0232034 -0.0160854 -0.00421471 0.00306873 -0.0115663 -0.0106852 -0.00305356 -0.00260792 LIMAA LIMAA
0.00603363 0.00353121 -0.0052089 0.00193303 0.0210419 -0.000471594 -0.00552063 0.000145261 -0.00239917 0.000166223 0.00284285 0.00417222 -0.00218586 -0.00053331 0.0083424 -9.27686e-06 -0.00488834 0.00905621 0.00880137 -0.000747335 LIMAA LIMAA
-0.0121225 0.00979598 -0.000177263 -0.00295077 -0.00825414 -0.021361 -0.000301147 0.00772444 -0.00214998 0.0244068 -0.0022361 0.00523892 0.0024602 -0.000584401 0.00155756 -0.00713806 0.00101486 0.0126436 -0.00220458 -0.00197976 LIMAA LIMAA
-0.00900869 0.00525209 -0.0028779 -0.00146052 -0.00528828 -0.0151402 -0.00366999 -0.000104232 -0.000265988 0.00328508 -3.23957e-05 0.00625773 0.00647493 -0.0011018 0.00672855 -0.00061667 0.00294359 -0.000846493 0.000865612 0.000168811 LIMAA LIMAA
-0.00871099 0.00682171 -0.00289233 -0.00072303 0.0307615 0.00494475 0.00295984 -0.00208495 -0.00102737 -0.00324333 -0.00187072 0.0207794 0.00524685 -0.00311249 0.0191631 0.00147495 -0.0100982 0.00355676 -0.0156556 -0.00634539 LIMAA LIMAA
-0.00787851 0.00245966 -0.00305622 0.00126542 -0.00731378 0.0342781 0.00996943 -0.000586483 -0.000322966 0.00434579 -0.00196719 0.000621605 0.00626022 0.00197104 0.00249019 -0.00457099 0.00717287 0.0238847 -0.0091281 -0.000617801 LIMAA LIMAA
0.00707305 0.00991834 -0.00329092 0.000946952 0.00951404 -0.00814796 -0.00393198 0.00029997 -0.00317592 0.00103837 0.00285983 -0.0124018 -0.0130026 -0.00562391 -0.027853 -0.00927546 0.00359633 0.000597341 0.0116737 0.004876 LIMAA LIMAA
-0.0101452 0.00773237 -0.000295897 -0.00179354 -0.00912678 0.0392967 0.0145453 -0.00101874 0.00126648 0.00728493 0.00253973 -0.0144674 -0.0049562 0.00373044 -0.00756166 -0.00954068 0.0119687 0.0167431 -0.0106618 -0.00311523 LIMAA LIMAA
-0.0104695 0.0068911 -0.0030105 -0.00114465 0.0113257 -0.023041 -0.00147341 0.0025731 0.00118341 0.00557982 -0.00112164 0.000571876 -0.0239104 -0.005642 -0.0133077 -0.000756485 -0.000691243 -0.00800014 0.000208809 0.00103477 LIMAA LIMAA
-0.0114137 0.00837151 -0.000429679 -0.00340114 -0.0113205 -0.0107438 -0.00137218 -0.00113792 -0.00129187 -0.00374915 -0.00282045 0.00463739 0.0105667 -0.00153065 0.00721026 -0.00171351 -0.00490586 -0.000553522 -0.00119285 0.00244554 LIMAA LIMAA
-0.00945978 0.00578021 -0.00196724 -0.00250816 -0.00968651 -0.0116159 -0.00204462 -0.00014155 -0.000813013 -0.00319373 -0.00139653 0.00925817 -0.00175471 -0.00606233 -0.00524891 0.00288357 -0.00111306 -0.00293251 0.0100168 0.00733139 LIMAA LIMAA
-0.00588868 0.00121707 -0.00423145 0.000496088 -0.00243216 0.0126648 0.00091443 -0.00401568 0.000125671 -0.0129923 -0.00150045 -0.00920823 -0.0032795 -0.00180758 -0.0149386 -0.00581771 0.00535706 -0.00254498 0.00293109 0.00633541 LIMAA LIMAA
-0.0121664 0.00921166 -0.00114371 -0.00400319 -0.00718584 -0.023211 -0.00145185 0.00296412 -0.000356579 5.40874e-05 0.00131867 -0.00576912 -0.0115223 -0.00228603 -0.00939228 -0.000300766 -0.00117254 -0.0131281 0.00432731 0.00360493 LIMAA LIMAA
-0.00381246 -0.00187702 -0.00506803 0.00431197 -0.00322423 0.0223234 -0.00143215 0.000979057 -0.00113763 -0.00285177 0.0005268 -0.000592142 0.00397399 0.00396316 0.00985527 -0.0105432 0.00364129 0.0100957 -0.00313041 -0.000700195 LIMAA LIMAA
-0.00834646 0.00375795 -0.00303853 0.00102072 0.000674477 0.0191474 0.00208378 -0.00575134 -0.0016237 -0.011952 0.00184356 -0.00138191 -0.0127857 -0.0015265 -0.0151701 -0.00771815 0.00355548 0.0120422 -0.00465213 -0.0148881 LIMAA LIMAA
-0.00341675 -0.000804843 -0.00579792 0.00312037 0.000443035 0.00993439 -0.00492616 0.000629223 0.00088385 -0.00454617 -0.000376227 0.0157549 -0.00716734 -0.00246625 -0.00973712 -0.0107559 -0.00286694 0.00627257 0.000637447 -0.00303836 LIMAA LIMAA
-0.00858265 0.00377119 -0.00138797 0.00047509 -0.00275505 0.0369457 0.00876434 0.0110716 -0.000435383 0.0334008 -0.000536633 0.019499 -0.0100619 -0.00405912 0.0092596 0.0178883 -0.0112844 -0.0268391 0.00780651 0.0211675 LIMAA LIMAA
-0.0113853 0.0086164 -0.00169132 -0.00254236 0.0143019 -0.00145419 0.00297751 -0.00346041 0.000796133 -0.0169716 -0.000215301 -0.0164956 0.0121101 0.00478693 -0.00236052 0.00810243 0.00346606 -0.00663019 0.00160452 0.00260735 LIMAA LIMAA
-0.0108733 0.00750766 -0.00184184 -0.00287335 -0.00457714 -0.0210639 -0.00244618 0.0103352 -0.000322192 0.0276223 0.00162255 -0.00993503 -0.0105111 -0.00294059 -0.0116969 -0.0110493 0.00685119 0.0109045 -0.00756406 -0.00917164 LIMAA LIMAA
-0.00472219 -0.00281732 -0.00642154 0.00340108 -0.00067564 0.00291445 0.000171111 -0.00422131 0.000124011 -0.00661833 0.00177161 -0.00697732 -0.00708212 0.00224289 -0.0177596 -0.00102666 0.0108642 -0.00466768 0.000818743 -0.00102064 LIMAA LIMAA
-0.0075869 0.00574163 -0.00369155 -0.000691525 0.025619 0.0116987 0.00418824 -0.00131472 -0.00479298 -0.00140423 -0.000806709 0.00465114 -0.0416712 -0.00826215 -0.0277901 -0.00486363 0.00240435 -0.00474108 -0.00597187 -0.00843078 LIMAA LIMAA
-0.000328136 -0.000855757 -0.00453561 0.00436448 -0.00304441 0.0129593 -0.00568069 -0.00147265 -0.00259172 0.00323889 0.000205246 -0.00814858 -0.0100388 0.00268029 -0.0105929 -0.00327824 -0.00175961 -0.0018679 0.0110329 0.00134668 LIMAA LIMAA
-0.0103549 0.00677049 -0.00192054 -0.00237329 -0.0112819 -0.00516111 0.000570626 -0.00507914 -0.000434026 -0.0129233 0.00112782 0.00401172 -0.00226036 -0.00461701 -0.000184276 0.00274095 -0.00303008 -0.00305265 -0.00145078 0.000378406 LIMAA LIMAA
-0.00258068 0.00250233 -0.00185631 0.0017304 -0.00846404 0.0136494 -2.32093e-06 -0.00263848 -0.00360876 -0.00730782 0.00254013 -0.0014791 0.00484688 0.000982343 0.00437638 -0.000392624 0.00323863 0.00785421 0.00580714 -0.00299071 LIMAA LIMAA
-0.0102662 0.00705631 0.00345136 0.000298023 0.0122456 -0.012245 -0.00123045 -0.0069229 -0.00103552 -0.0113292 0.000235324 -0.000973269 -0.0130583 -0.00874266 -0.0102002 0.00158618 0.00159107 -0.0114257 -0.00337226 0.000756547 LIMAA LIMAA
-0.0112495 0.00849984 0.000202385 -0.00283681 -0.00828649 0.0366321 0.0111477 -0.00294299 0.00141167 0.00536945 -5.65307e-06 -0.0120159 -0.000516369 0.00697245 -0.001112 -0.00731943 0.00850199 0.0189045 -0.00927704 -0.00765505 LIMAA LIMAA
-0.00971758 0.00587418 -0.00231721 -0.000652006 0.00634198 -0.0131817 -0.00241838 -0.00300405 -0.00138201 0.000746309 0.000856913 -0.0135222 -0.0250284 -0.000945406 -0.0213179 -0.00224206 0.00914685 0.00066657 0.000557823 -0.00137069 LIMAA LIMAA
-0.0103322 0.00744643 -0.00113888 -0.00268594 -0.0165106 -0.00642054 -0.000658845 -0.00483151 0.00215711 -0.00693731 9.27414e-05 -1.04837e-05 0.0106309 -0.00292552 0.00457292 0.00351439 -0.000236437 -0.00950921 -0.00109329 0.00167638 LIMAA LIMAA
-0.0083654 0.0037715 -0.00423501 0.00128162 0.025588 -0.00286915 0.00197167 0.00433854 0.000319194 0.0104552 -0.000670683 -0.00466124 -0.0271152 -0.00279791 -0.00914323 -0.000676121 -0.00378038 -0.0281608 -0.000552209 0.00343573 LIMAA LIMAA
-0.0091398 0.00504937 -0.00296215 -0.00133139 -0.00482573 -0.00946456 -0.0012969 -0.00309599 -0.00149508 -0.0145535 0.00370004 -0.00845057 -0.00909255 -0.000274104 -0.00611663 0.00667121 -0.00308089 -0.00736924 0.00804111 0.000313144 LIMAA LIMAA
-0.00709077 0.00198362 -0.00411052 0.00108505 -0.0117226 -0.0134549 -0.00525563 0.00103941 0.00076679 0.0073782 -0.00109728 0.00312631 0.00533562 -0.00240303 0.00143342 -0.00560509 0.00154675 -0.000114568 0.00262689 -0.00277148 LIMAA LIMAA
