RNAseq_dataset Gene coloc_posterior
Schmiedel_2018_Th2_memory TRIM39-RPP21 NA
Schmiedel_2018_Th2_memory RPP21 0.0110265014585278
Schmiedel_2018_Th2_memory HLA-E 0.015430485274832
Schmiedel_2018_Th2_memory GNL1 0.019075831444512
Schmiedel_2018_Th2_memory PRR3 0.0203823795194865
Schmiedel_2018_Th2_memory ABCF1 0.0137463204279127
Schmiedel_2018_Th2_memory PPP1R10 0.0522050237517682
Schmiedel_2018_Th2_memory MRPS18B 0.0123272841686283
Schmiedel_2018_Th2_memory ATAT1 0.0150336853834226
Schmiedel_2018_Th2_memory C6orf136 0.0217339942516179
Schmiedel_2018_Th2_memory DHX16 0.000477692939037599
Schmiedel_2018_Th2_memory PPP1R18 0.016287888396932
Schmiedel_2018_Th2_memory NRM 0.0211768151000271
Schmiedel_2018_Th2_memory MDC1 0.268126102418255
Schmiedel_2018_Th2_memory TUBB 0.025325342199645
Schmiedel_2018_Th2_memory FLOT1 0.0850808566780969
Schmiedel_2018_Th2_memory IER3 0.0166278078197988
Schmiedel_2018_Th2_memory DDR1 0.0246308295777617
Schmiedel_2018_Th2_memory GTF2H4 0.011998225562373
Schmiedel_2018_Th2_memory VARS2 0.00113103426520122
Schmiedel_2018_Th2_memory SFTA2 NA
Schmiedel_2018_Th2_memory DPCR1 NA
Schmiedel_2018_Th2_memory MUC21 NA
Schmiedel_2018_Th2_memory MUC22 NA
Schmiedel_2018_Th2_memory C6orf15 NA
Schmiedel_2018_Th2_memory PSORS1C1 NA
Schmiedel_2018_Th2_memory CDSN NA
Schmiedel_2018_Th2_memory PSORS1C2 NA
Schmiedel_2018_Th2_memory CCHCR1 0.000400657901800685
Schmiedel_2018_Th2_memory TCF19 0.00252823372304528
Schmiedel_2018_Th2_memory POU5F1 0.0181257519046888
Schmiedel_2018_Th2_memory HCG27 0.000741328213824487
Schmiedel_2018_Th2_memory HLA-C 0.000400891067773604
Schmiedel_2018_Th2_memory HLA-B 0.0173981809956261
Schmiedel_2018_Th2_memory MICA 0.0015301668769818
Schmiedel_2018_Th2_memory MICB 0.000424199695642551
Schmiedel_2018_Th2_memory MCCD1 0.0246901224656801
Schmiedel_2018_Th2_memory DDX39B 0.0318502766612285
Schmiedel_2018_Th2_memory ATP6V1G2-DDX39B NA
Schmiedel_2018_Th1-17_memory HLA-A 0.00265006363385517
Schmiedel_2018_Th1-17_memory ZNRD1 0.00258636001423759
Schmiedel_2018_Th1-17_memory PPP1R11 0.022548125842157
Schmiedel_2018_Th1-17_memory RNF39 0.00729543597818233
Schmiedel_2018_Th1-17_memory TRIM31 NA
Schmiedel_2018_Th1-17_memory TRIM40 NA
Schmiedel_2018_Th1-17_memory TRIM10 NA
Schmiedel_2018_Th1-17_memory TRIM15 NA
Schmiedel_2018_Th1-17_memory TRIM26 0.0534913477109525
Schmiedel_2018_Th1-17_memory TRIM39 0.0172047452945489
Schmiedel_2018_Th1-17_memory TRIM39-RPP21 NA
Schmiedel_2018_Th1-17_memory RPP21 0.0233918945397896
Schmiedel_2018_Th1-17_memory HLA-E 0.0225639557219725
Schmiedel_2018_Th1-17_memory GNL1 0.0140153345463551
Schmiedel_2018_Th1-17_memory PRR3 0.0303699933292782
Schmiedel_2018_Th1-17_memory ABCF1 0.019091789939607
Schmiedel_2018_Th1-17_memory PPP1R10 0.00389319080809438
Schmiedel_2018_Th1-17_memory MRPS18B 0.010370101907663
Schmiedel_2018_Th1-17_memory ATAT1 0.0189541041147548
Schmiedel_2018_Th1-17_memory C6orf136 0.0411192077388634
Schmiedel_2018_Th1-17_memory DHX16 0.00020318596372452
Schmiedel_2018_Th1-17_memory PPP1R18 0.0121496792041481
Schmiedel_2018_Th1-17_memory NRM 0.0157263804847827
Schmiedel_2018_Th1-17_memory MDC1 0.368822311489403
Schmiedel_2018_Th1-17_memory TUBB 0.0225656870988029
Schmiedel_2018_Th1-17_memory FLOT1 0.230319697365631
Schmiedel_2018_Th1-17_memory IER3 0.00801194520047401
Schmiedel_2018_Th1-17_memory DDR1 0.0131222448235366
Schmiedel_2018_Th1-17_memory GTF2H4 0.0482201142828618
Schmiedel_2018_Th1-17_memory VARS2 0.000888918594267456
Schmiedel_2018_Th1-17_memory SFTA2 NA
Schmiedel_2018_Th1-17_memory DPCR1 NA
Schmiedel_2018_Th1-17_memory MUC21 NA
Schmiedel_2018_Th1-17_memory MUC22 NA
Schmiedel_2018_Th1-17_memory C6orf15 NA
Schmiedel_2018_Th1-17_memory PSORS1C1 NA
Schmiedel_2018_Th1-17_memory CDSN NA
Schmiedel_2018_Th1-17_memory PSORS1C2 NA
Schmiedel_2018_Th1-17_memory CCHCR1 0.000420826255906329
Schmiedel_2018_Th1-17_memory TCF19 0.000507556939902178
Schmiedel_2018_Th1-17_memory POU5F1 0.038696506600872
Schmiedel_2018_Th1-17_memory HCG27 0.000516012429210081
Schmiedel_2018_Th1-17_memory HLA-C 0.000398534328525562
Schmiedel_2018_Th1-17_memory HLA-B 0.00617130647452761
Schmiedel_2018_Th1-17_memory MICA 0.0015687087161542
Schmiedel_2018_Th1-17_memory MICB 0.000424219630765241
Schmiedel_2018_Th1-17_memory MCCD1 0.018377517201095
Schmiedel_2018_Th1-17_memory DDX39B 0.0158332167861024
Schmiedel_2018_Th1-17_memory ATP6V1G2-DDX39B NA
Schmiedel_2018_Treg_memory HLA-A 0.00264860490681544
Schmiedel_2018_Treg_memory ZNRD1 0.0288038555603588
Schmiedel_2018_Treg_memory PPP1R11 0.0193487516225168
Schmiedel_2018_Treg_memory RNF39 0.0169490767549825
Schmiedel_2018_Treg_memory TRIM31 NA
Schmiedel_2018_Treg_memory TRIM40 NA
Schmiedel_2018_Treg_memory TRIM10 NA
Schmiedel_2018_Treg_memory TRIM15 NA
Schmiedel_2018_Treg_memory TRIM26 0.00729341733351227
Schmiedel_2018_Treg_memory TRIM39 0.0164612229041878
Schmiedel_2018_Treg_memory TRIM39-RPP21 NA
Schmiedel_2018_Treg_memory RPP21 0.00455602975061519
Schmiedel_2018_Treg_memory HLA-E 0.0249272359842177
Schmiedel_2018_Treg_memory GNL1 0.0157682588424283
Schmiedel_2018_Treg_memory PRR3 0.208445958271695
Schmiedel_2018_Treg_memory ABCF1 0.00987933201175425
Schmiedel_2018_Treg_memory PPP1R10 0.0150475362977663
Schmiedel_2018_Treg_memory MRPS18B 0.0156427066792619
Schmiedel_2018_Treg_memory ATAT1 0.0219052542814387
Schmiedel_2018_Treg_memory C6orf136 0.0148577040586278
Schmiedel_2018_Treg_memory DHX16 0.00435879122897211
Schmiedel_2018_Treg_memory PPP1R18 0.0271844836541267
Schmiedel_2018_Treg_memory NRM 0.0129331582352772
Schmiedel_2018_Treg_memory MDC1 0.0260983986773015
Schmiedel_2018_Treg_memory TUBB 0.045933138110924
Schmiedel_2018_Treg_memory FLOT1 0.470073408738737
Schmiedel_2018_Treg_memory IER3 0.0318601886988777
Schmiedel_2018_Treg_memory DDR1 0.017793109123889
Schmiedel_2018_Treg_memory GTF2H4 0.190667825481775
Schmiedel_2018_Treg_memory VARS2 0.00113108556392412
Schmiedel_2018_Treg_memory SFTA2 NA
Schmiedel_2018_Treg_memory DPCR1 NA
Schmiedel_2018_Treg_memory MUC21 NA
Schmiedel_2018_Treg_memory MUC22 NA
Schmiedel_2018_Treg_memory C6orf15 NA
Schmiedel_2018_Treg_memory PSORS1C1 NA
Schmiedel_2018_Treg_memory CDSN NA
Schmiedel_2018_Treg_memory PSORS1C2 NA
Schmiedel_2018_Treg_memory CCHCR1 0.000419535474337544
Schmiedel_2018_Treg_memory TCF19 0.000529509232308594
Schmiedel_2018_Treg_memory POU5F1 0.00937155454349873
Schmiedel_2018_Treg_memory HCG27 0.000343431924973499
Schmiedel_2018_Treg_memory HLA-C 0.0003948194579862
Schmiedel_2018_Treg_memory HLA-B 0.0139839025314392
Schmiedel_2018_Treg_memory MICA 0.00139059869729921
Schmiedel_2018_Treg_memory MICB 0.000424298403823506
Schmiedel_2018_Treg_memory MCCD1 0.0874693920759151
Schmiedel_2018_Treg_memory DDX39B 0.0207380064469738
Schmiedel_2018_Treg_memory ATP6V1G2-DDX39B NA
Schmiedel_2018_Treg_naive HLA-A 0.00267098921885619
Schmiedel_2018_Treg_naive ZNRD1 0.0202678444342008
Schmiedel_2018_Treg_naive PPP1R11 0.0144164588288588
Schmiedel_2018_Treg_naive RNF39 0.00518381343073232
Schmiedel_2018_Treg_naive TRIM31 NA
Schmiedel_2018_Treg_naive TRIM40 NA
Schmiedel_2018_Treg_naive TRIM10 NA
Schmiedel_2018_Treg_naive TRIM15 NA
Schmiedel_2018_Treg_naive TRIM26 0.0552768220275922
Schmiedel_2018_Treg_naive TRIM39 0.0181209617042924
Schmiedel_2018_Treg_naive TRIM39-RPP21 NA
Schmiedel_2018_Treg_naive RPP21 0.0159347602481317
Schmiedel_2018_Treg_naive HLA-E 0.0747551975462042
Schmiedel_2018_Treg_naive GNL1 0.0372606446822939
Schmiedel_2018_Treg_naive PRR3 0.0940402293038136
Schmiedel_2018_Treg_naive ABCF1 0.0191829982081186
Schmiedel_2018_Treg_naive PPP1R10 0.00952153750760211
Schmiedel_2018_Treg_naive MRPS18B 0.0164424750768085
Schmiedel_2018_Treg_naive ATAT1 0.0191866807112687
Schmiedel_2018_Treg_naive C6orf136 0.0141600800304843
Schmiedel_2018_Treg_naive DHX16 0.000430526034071129
Schmiedel_2018_Treg_naive PPP1R18 0.0145506492288747
Schmiedel_2018_Treg_naive NRM 0.0287493919844308
Schmiedel_2018_Treg_naive MDC1 0.052653892072905
Schmiedel_2018_Treg_naive TUBB 0.0157828310774238
Schmiedel_2018_Treg_naive FLOT1 0.762152455275782
Schmiedel_2018_Treg_naive IER3 0.103918823319373
Schmiedel_2018_Treg_naive DDR1 0.0236605073034633
Schmiedel_2018_Treg_naive GTF2H4 0.0144841654776474
Schmiedel_2018_Treg_naive VARS2 0.00113107259575512
Schmiedel_2018_Treg_naive SFTA2 NA
Schmiedel_2018_Treg_naive DPCR1 NA
Schmiedel_2018_Treg_naive MUC21 NA
Schmiedel_2018_Treg_naive MUC22 NA
Schmiedel_2018_Treg_naive C6orf15 NA
Schmiedel_2018_Treg_naive PSORS1C1 NA
Schmiedel_2018_Treg_naive CDSN NA
Schmiedel_2018_Treg_naive PSORS1C2 NA
Schmiedel_2018_Treg_naive CCHCR1 0.000400619305851717
Schmiedel_2018_Treg_naive TCF19 0.000507556760033606
Schmiedel_2018_Treg_naive POU5F1 0.0218046760105204
Schmiedel_2018_Treg_naive HCG27 0.000737767843446205
Schmiedel_2018_Treg_naive HLA-C 0.000504177914003843
Schmiedel_2018_Treg_naive HLA-B 0.00055829550316717
Schmiedel_2018_Treg_naive MICA 0.00132456637985301
Schmiedel_2018_Treg_naive MICB 0.000424182445796893
Schmiedel_2018_Treg_naive MCCD1 0.0199445499105657
Schmiedel_2018_Treg_naive DDX39B 0.0493502212595449
Schmiedel_2018_Treg_naive ATP6V1G2-DDX39B NA
Schmiedel_2018_B-cell_naive HLA-A 0.0107262993143655
Schmiedel_2018_B-cell_naive ZNRD1 0.019973275620024
Schmiedel_2018_B-cell_naive PPP1R11 0.0207632169751131
Schmiedel_2018_B-cell_naive RNF39 0.00441648410348729
Schmiedel_2018_B-cell_naive TRIM31 NA
Schmiedel_2018_B-cell_naive TRIM40 NA
Schmiedel_2018_B-cell_naive TRIM10 NA
Schmiedel_2018_B-cell_naive TRIM15 NA
Schmiedel_2018_B-cell_naive TRIM26 0.0103165511083072
Schmiedel_2018_B-cell_naive TRIM39 0.0221114272899764
Schmiedel_2018_B-cell_naive TRIM39-RPP21 NA
Schmiedel_2018_B-cell_naive RPP21 0.0322268929299298
Schmiedel_2018_B-cell_naive HLA-E 0.0289523721770992
Schmiedel_2018_B-cell_naive GNL1 0.0192055531531089
Schmiedel_2018_B-cell_naive PRR3 0.0155021006446201
Schmiedel_2018_B-cell_naive ABCF1 0.000395552653130332
Schmiedel_2018_B-cell_naive PPP1R10 0.0170270066978605
Schmiedel_2018_B-cell_naive MRPS18B 0.0188305412132632
Schmiedel_2018_B-cell_naive ATAT1 0.0191084354715538
Schmiedel_2018_B-cell_naive C6orf136 0.0146904541338088
Schmiedel_2018_B-cell_naive DHX16 0.000127576967641819
Schmiedel_2018_B-cell_naive PPP1R18 0.012603386829162
Schmiedel_2018_B-cell_naive NRM 0.0161306470384215
Schmiedel_2018_B-cell_naive MDC1 0.376113009090089
Schmiedel_2018_B-cell_naive TUBB 0.0193782857061453
Schmiedel_2018_B-cell_naive FLOT1 0.000133388948177816
Schmiedel_2018_B-cell_naive IER3 0.0178423483084119
Schmiedel_2018_B-cell_naive DDR1 0.00665910868918832
Schmiedel_2018_B-cell_naive GTF2H4 0.0184112662306129
Schmiedel_2018_B-cell_naive VARS2 0.00112658234847747
Schmiedel_2018_B-cell_naive SFTA2 NA
Schmiedel_2018_B-cell_naive DPCR1 NA
Schmiedel_2018_B-cell_naive MUC21 NA
Schmiedel_2018_B-cell_naive MUC22 NA
Schmiedel_2018_B-cell_naive C6orf15 NA
Schmiedel_2018_B-cell_naive PSORS1C1 NA
Schmiedel_2018_B-cell_naive CDSN NA
Schmiedel_2018_B-cell_naive PSORS1C2 NA
Schmiedel_2018_B-cell_naive CCHCR1 0.00449238892363669
Schmiedel_2018_B-cell_naive TCF19 0.000507321462162899
Schmiedel_2018_B-cell_naive POU5F1 0.0333166990400685
Schmiedel_2018_B-cell_naive HCG27 0.000863324454639758
Schmiedel_2018_B-cell_naive HLA-C 0.000357921197725252
Schmiedel_2018_B-cell_naive HLA-B 0.0177583427763773
Schmiedel_2018_B-cell_naive MICA 0.00138083205419958
Schmiedel_2018_B-cell_naive MICB 0.000431247237719428
Schmiedel_2018_B-cell_naive MCCD1 NA
Schmiedel_2018_B-cell_naive DDX39B 0.0275642236485716
Schmiedel_2018_B-cell_naive ATP6V1G2-DDX39B NA
Schmiedel_2018_CD4_T-cell_naive HLA-A 0.0121872584622701
Schmiedel_2018_CD4_T-cell_naive ZNRD1 0.0127998383293027
Schmiedel_2018_CD4_T-cell_naive PPP1R11 0.0128370147203097
Schmiedel_2018_CD4_T-cell_naive RNF39 0.00904238411408844
Schmiedel_2018_CD4_T-cell_naive TRIM31 NA
Schmiedel_2018_CD4_T-cell_naive TRIM40 NA
Schmiedel_2018_CD4_T-cell_naive TRIM10 NA
Schmiedel_2018_CD4_T-cell_naive TRIM15 NA
Schmiedel_2018_CD4_T-cell_naive TRIM26 0.104201832847696
Schmiedel_2018_CD4_T-cell_naive TRIM39 0.0408747320052058
Schmiedel_2018_CD4_T-cell_naive TRIM39-RPP21 NA
Schmiedel_2018_CD4_T-cell_naive RPP21 0.0207625307879249
Schmiedel_2018_CD4_T-cell_naive HLA-E 0.0156774414354854
Schmiedel_2018_CD4_T-cell_naive GNL1 0.0181264341027563
Schmiedel_2018_CD4_T-cell_naive PRR3 0.0445943759980598
Schmiedel_2018_CD4_T-cell_naive ABCF1 0.0153681140481572
Schmiedel_2018_CD4_T-cell_naive PPP1R10 0.0191568033424384
Schmiedel_2018_CD4_T-cell_naive MRPS18B 0.024625035210451
Schmiedel_2018_CD4_T-cell_naive ATAT1 0.0412054742583216
Schmiedel_2018_CD4_T-cell_naive C6orf136 0.0191392405422504
Schmiedel_2018_CD4_T-cell_naive DHX16 0.000343560960874307
Schmiedel_2018_CD4_T-cell_naive PPP1R18 0.0187970970643065
Schmiedel_2018_CD4_T-cell_naive NRM 0.0142177918726902
Schmiedel_2018_CD4_T-cell_naive MDC1 0.020958355905975
Schmiedel_2018_CD4_T-cell_naive TUBB 0.0126516717512771
Schmiedel_2018_CD4_T-cell_naive FLOT1 0.76104741735169
Schmiedel_2018_CD4_T-cell_naive IER3 0.0208951032723712
Schmiedel_2018_CD4_T-cell_naive DDR1 0.00581027577397684
Schmiedel_2018_CD4_T-cell_naive GTF2H4 0.0192136463913932
Schmiedel_2018_CD4_T-cell_naive VARS2 0.00113100908068651
Schmiedel_2018_CD4_T-cell_naive SFTA2 NA
Schmiedel_2018_CD4_T-cell_naive DPCR1 NA
Schmiedel_2018_CD4_T-cell_naive MUC21 NA
Schmiedel_2018_CD4_T-cell_naive MUC22 NA
Schmiedel_2018_CD4_T-cell_naive C6orf15 NA
Schmiedel_2018_CD4_T-cell_naive PSORS1C1 NA
Schmiedel_2018_CD4_T-cell_naive CDSN NA
Schmiedel_2018_CD4_T-cell_naive PSORS1C2 NA
Schmiedel_2018_CD4_T-cell_naive CCHCR1 0.000400838738267948
Schmiedel_2018_CD4_T-cell_naive TCF19 0.000507558596933498
Schmiedel_2018_CD4_T-cell_naive POU5F1 0.0196299541555111
Schmiedel_2018_CD4_T-cell_naive HCG27 0.000810427828392772
Schmiedel_2018_CD4_T-cell_naive HLA-C 0.000423406950698567
Schmiedel_2018_CD4_T-cell_naive HLA-B 0.00676130868151882
Schmiedel_2018_CD4_T-cell_naive MICA 0.00154020485097517
Schmiedel_2018_CD4_T-cell_naive MICB 0.000424182516558843
Schmiedel_2018_CD4_T-cell_naive MCCD1 0.0158013304478893
Schmiedel_2018_CD4_T-cell_naive DDX39B 0.0102575185013922
Schmiedel_2018_CD4_T-cell_naive ATP6V1G2-DDX39B NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 HLA-A 0.00623852431840882
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 ZNRD1 0.0334223206464835
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 PPP1R11 0.00420473071932212
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 RNF39 0.00368207259253787
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 TRIM31 0.0110971018392745
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 TRIM40 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 TRIM10 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 TRIM15 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 TRIM26 0.021498045914434
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 TRIM39 0.0212439344988542
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 TRIM39-RPP21 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 RPP21 0.0016688803543545
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 HLA-E 7.02253868706373e-05
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 GNL1 0.0166591298145013
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 PRR3 0.0391929268133113
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 ABCF1 4.77886442308212e-05
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 PPP1R10 0.0291840037925172
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 MRPS18B 0.0195808161089684
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 ATAT1 0.0171183743024367
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 C6orf136 0.0187087200557423
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 DHX16 0.0387274042282896
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 PPP1R18 4.52144882417721e-05
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 NRM 0.012223084062667
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 MDC1 0.107261810369591
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 TUBB 0.0174877842487269
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 FLOT1 0.697285918256057
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 IER3 0.0067359664005705
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 DDR1 0.0127900850181363
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 GTF2H4 0.0289211053467702
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 VARS2 0.0011313322131334
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 SFTA2 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 DPCR1 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 MUC21 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 MUC22 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 C6orf15 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 PSORS1C1 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 CDSN NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 PSORS1C2 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 CCHCR1 0.000400653386332039
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 TCF19 0.0165605484430368
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 POU5F1 NA
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 HCG27 0.00257044814680946
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 HLA-C 0.000406063658510859
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 HLA-B 0.0158640972395912
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 MICA 0.00332324275989269
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 MICB 0.000769886543599135
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 MCCD1 0.022597842020509
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 DDX39B 0.0207897060599349
Schmiedel_2018_CD4_T-cell_anti-CD3-CD28 ATP6V1G2-DDX39B NA
Schmiedel_2018_CD8_T-cell_naive HLA-A 0.00264384342168223
Schmiedel_2018_CD8_T-cell_naive ZNRD1 0.0159658217000565
Schmiedel_2018_CD8_T-cell_naive PPP1R11 0.0201923911820034
Schmiedel_2018_CD8_T-cell_naive RNF39 0.00478120178248782
Schmiedel_2018_CD8_T-cell_naive TRIM31 NA
Schmiedel_2018_CD8_T-cell_naive TRIM40 NA
Schmiedel_2018_CD8_T-cell_naive TRIM10 NA
Schmiedel_2018_CD8_T-cell_naive TRIM15 NA
Schmiedel_2018_CD8_T-cell_naive TRIM26 0.0197872935769804
Schmiedel_2018_CD8_T-cell_naive TRIM39 0.0222665190246599
Schmiedel_2018_CD8_T-cell_naive TRIM39-RPP21 NA
Schmiedel_2018_CD8_T-cell_naive RPP21 0.0174300557863898
Schmiedel_2018_CD8_T-cell_naive HLA-E 0.0198509540588135
Schmiedel_2018_CD8_T-cell_naive GNL1 0.0184068776229259
Schmiedel_2018_CD8_T-cell_naive PRR3 0.0157241796060946
Schmiedel_2018_CD8_T-cell_naive ABCF1 0.0111740529211873
Schmiedel_2018_CD8_T-cell_naive PPP1R10 0.0324130597619671
Schmiedel_2018_CD8_T-cell_naive MRPS18B 0.0084729755258323
Schmiedel_2018_CD8_T-cell_naive ATAT1 0.367228705656915
Schmiedel_2018_CD8_T-cell_naive C6orf136 0.0303211292457575
Schmiedel_2018_CD8_T-cell_naive DHX16 0.000515406444731668
Schmiedel_2018_CD8_T-cell_naive PPP1R18 0.0165775461026731
Schmiedel_2018_CD8_T-cell_naive NRM 0.00922702469781261
Schmiedel_2018_CD8_T-cell_naive MDC1 0.00891735026699825
Schmiedel_2018_CD8_T-cell_naive TUBB 0.0173404799075237
Schmiedel_2018_CD8_T-cell_naive FLOT1 0.06207167491874
Schmiedel_2018_CD8_T-cell_naive IER3 0.0514185799237298
Schmiedel_2018_CD8_T-cell_naive DDR1 0.00303174855717254
Schmiedel_2018_CD8_T-cell_naive GTF2H4 0.0206403622763773
Schmiedel_2018_CD8_T-cell_naive VARS2 0.0011310447524655
Schmiedel_2018_CD8_T-cell_naive SFTA2 NA
Schmiedel_2018_CD8_T-cell_naive DPCR1 NA
Schmiedel_2018_CD8_T-cell_naive MUC21 NA
Schmiedel_2018_CD8_T-cell_naive MUC22 NA
Schmiedel_2018_CD8_T-cell_naive C6orf15 NA
Schmiedel_2018_CD8_T-cell_naive PSORS1C1 NA
Schmiedel_2018_CD8_T-cell_naive CDSN NA
Schmiedel_2018_CD8_T-cell_naive PSORS1C2 NA
Schmiedel_2018_CD8_T-cell_naive CCHCR1 0.00040163228627566
Schmiedel_2018_CD8_T-cell_naive TCF19 0.000506789514933551
Schmiedel_2018_CD8_T-cell_naive POU5F1 0.0199173949540701
Schmiedel_2018_CD8_T-cell_naive HCG27 0.00092003104216828
Schmiedel_2018_CD8_T-cell_naive HLA-C 0.000396580621013205
Schmiedel_2018_CD8_T-cell_naive HLA-B 0.002119479208136
Schmiedel_2018_CD8_T-cell_naive MICA 0.00155742975712766
Schmiedel_2018_CD8_T-cell_naive MICB 0.000424203977535141
Schmiedel_2018_CD8_T-cell_naive MCCD1 NA
Schmiedel_2018_CD8_T-cell_naive DDX39B 0.0232221438504767
Schmiedel_2018_CD8_T-cell_naive ATP6V1G2-DDX39B NA
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 HLA-A 0.00512718782757907
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 ZNRD1 0.0820517836171967
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 PPP1R11 0.00433650937053027
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 RNF39 0.00503477468309007
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 TRIM31 0.00430386803541445
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 TRIM40 NA
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 TRIM10 NA
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 TRIM15 NA
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 TRIM26 0.0192851942423282
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 TRIM39 0.0175224107985424
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 TRIM39-RPP21 NA
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 RPP21 0.0460413590867233
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 HLA-E 5.36805946597448e-05
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 GNL1 0.00899528386853857
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 PRR3 0.0219434557458309
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 ABCF1 0.00139727842015932
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 PPP1R10 0.0107242618514272
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 MRPS18B 0.0225664793393268
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 ATAT1 0.0163054038974131
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 C6orf136 0.0191058321979419
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 DHX16 0.0190641453116625
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 PPP1R18 0.110645519628846
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 NRM 0.0838791669441896
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 MDC1 0.144870113652588
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 TUBB 0.0174805936747064
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 FLOT1 0.0210303945372041
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 IER3 0.0105903490134528
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 DDR1 0.0130000055534159
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 GTF2H4 0.0453136996785256
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 VARS2 0.00113100372837311
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 SFTA2 NA
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 DPCR1 NA
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 MUC21 NA
Schmiedel_2018_CD8_T-cell_anti-CD3-CD28 MUC22 NA
